Code,US UNEMPLOYMENT RATE SADJ,TED Spread (Liquidity),S&P 500 COMPOSITE - PRICE INDEX,US 3-MONTH U.S. DEP. LIBOR NADJ,US TREASURY BILL RATE - 3 MONTH (EP),CPI,PSF,CRS,Treasury securities at 3-month   constant maturity,NEW CRS,VIX,IR10,BAA bond,Aaa bond,Growth rate of CPI,US 3 MONTH TREASURY BILL RATE
31/05/1993,7.1,0.101,450.19,3.231,3.13,15,0.042099986,2.17,3.03,0.76,13.47,6.04,8.21,7.43,0.041666667,2.96
30/06/1993,7,0.238,450.53,3.338,3.1,15.625,-0.023109952,2.11,3.14,0.94,11.26,5.96,8.07,7.33,-0.088,3.07
30/07/1993,6.9,0.183,448.13,3.293,3.11,14.25,-0.010058215,2.12,3.11,1,11.73,5.81,7.93,7.17,0.00877193,3.04
31/08/1993,6.8,0.185,463.56,3.265,3.08,14.375,0.023149207,1.92,3.09,1.19,11.74,5.68,7.6,6.85,0.060869565,3.02
30/09/1993,6.7,0.225,458.93,3.205,2.98,15.25,-0.074210062,1.98,3.01,1.59,12.99,5.36,7.34,6.66,0.147540984,2.95
29/10/1993,6.8,0.297,467.83,3.387,3.09,17.5,0.040338968,1.98,3.09,1.69,11.46,5.33,7.31,6.67,-0.085714286,3.02
30/11/1993,6.6,0.349,461.79,3.489,3.14,16,0.045241648,1.94,3.18,1.5,13.76,5.72,7.66,6.93,0.078125,3.1
31/12/1993,6.5,0.374,466.45,3.384,3.01,17.25,0.007926338,1.92,3.13,1.64,10.69,5.77,7.69,6.93,-0.15942029,3.06
31/01/1994,6.6,0.241,481.61,3.271,3.03,14.5,0.000796625,1.9,3.04,1.78,9.94,5.75,7.65,6.92,0.077586207,2.98
28/02/1994,6.6,0.101,467.14,3.541,3.44,15.625,0.013685742,1.79,3.33,1.84,14.87,5.97,7.76,7.08,0.008,3.25
31/03/1994,6.5,0.308,445.77,3.878,3.57,15.75,0.029861778,1.65,3.59,2.42,18.59,6.48,8.13,7.48,-0.063492063,3.5
29/04/1994,6.4,0.172,450.91,4.132,3.96,14.75,0.005672995,1.55,3.78,2.38,13.77,6.97,8.52,7.88,0.008474576,3.68
31/05/1994,6.1,0.37,456.5,4.65,4.28,14.875,0.037436468,1.44,4.27,2.3,12.49,7.18,8.62,7.99,0.117647059,4.14
30/06/1994,6.1,0.406,444.27,4.636,4.23,16.625,0.000646169,1.55,4.25,2.16,14.97,7.1,8.65,7.97,0.067669173,4.14
29/07/1994,6.1,0.487,458.26,4.857,4.37,17.75,-0.010430232,1.5,4.46,2.01,11.13,7.3,8.8,8.11,0.014084507,4.33
31/08/1994,6,0.238,475.49,4.918,4.68,18,0.004915969,1.5,4.61,1.97,11.23,7.24,8.74,8.07,0.027777778,4.48
30/09/1994,5.9,0.338,462.69,5.128,4.79,18.5,0.032971687,1.52,4.75,1.92,14.28,7.46,8.98,8.34,0.175675676,4.62
31/10/1994,5.8,0.465,472.35,5.625,5.16,21.75,0.009489096,1.46,5.1,1.82,14.56,7.74,9.2,8.57,-0.103448276,4.95
30/11/1994,5.6,0.141,453.69,5.881,5.74,19.5,-0.02054014,1.36,5.45,1.63,15.95,7.96,9.32,8.68,-0.083333333,5.29
30/12/1994,5.5,0.684,459.27,6.384,5.7,17.875,0.014423444,1.29,5.76,1.76,13.2,7.81,9.1,8.46,-0.174825175,5.6
31/01/1995,5.6,0.336,470.42,6.336,6,14.75,-0.033820074,1.3,5.9,2.06,12.26,7.78,9.08,8.46,0.016949153,5.71
28/02/1995,5.4,0.323,487.39,6.263,5.94,15,-0.006592169,1.38,5.94,1.76,11.75,7.47,8.85,8.26,0.058333333,5.77
31/03/1995,5.4,0.389,500.71,6.269,5.88,15.875,0.015768986,1.5,5.91,1.46,12.62,7.2,8.7,8.12,0.047244094,5.73
28/04/1995,5.8,0.354,514.71,6.234,5.88,16.625,0.012805986,1.54,5.84,1.05,11.75,7.06,8.6,8.03,0.07518797,5.65
31/05/1995,5.6,0.298,533.4,6.128,5.83,17.875,-0.005888343,1.57,5.85,0.77,12.52,6.63,8.2,7.65,0.06993007,5.67
30/06/1995,5.6,0.349,544.75,6.009,5.66,19.125,0.007993136,1.73,5.64,0.59,11.38,6.17,7.9,7.3,0.137254902,5.47
31/07/1995,5.7,0.319,562.06,5.899,5.58,21.75,0.051379623,1.76,5.59,0.68,13.18,6.28,8.04,7.41,-0.074712644,5.42
31/08/1995,5.7,0.451,561.88,5.901,5.45,20.125,-0.009407186,1.7,5.57,0.61,12.03,6.49,8.19,7.57,0.099378882,5.4
29/09/1995,5.6,0.45,584.41,5.87,5.42,22.125,-0.077218643,1.73,5.43,0.44,12.74,6.2,7.93,7.32,-0.175141243,5.28
31/10/1995,5.5,0.422,581.5,5.932,5.51,18.25,0.028717706,1.71,5.44,0.57,14.26,6.04,7.75,7.12,0.143835616,5.28
30/11/1995,5.6,0.342,605.37,5.872,5.53,20.875,-0.022069317,1.75,5.52,0.83,11.58,5.93,7.68,7.02,-0.233532934,5.36
29/12/1995,5.6,0.677,615.93,5.757,5.08,16,-0.03527992,1.78,5.29,0.87,12.52,5.71,7.49,6.82,-0.078125,5.14
31/01/1996,5.6,0.478,636.02,5.528,5.05,14.75,0.06833254,1.82,5.15,1.01,12.42,5.65,7.47,6.81,0.033898305,5
29/02/1996,5.5,0.273,640.43,5.283,5.01,15.25,0.040855044,1.82,4.96,1.05,17.04,5.81,7.63,6.99,0.049180328,4.83
29/03/1996,5.5,0.241,645.5,5.391,5.15,16,-0.041204882,1.76,5.1,0.98,18.88,6.27,8.03,7.35,0.0859375,4.96
30/04/1996,5.6,0.339,654.17,5.489,5.15,17.375,-0.048530732,1.68,5.09,1.06,15.83,6.51,8.19,7.5,-0.057553957,4.95
31/05/1996,5.6,0.329,669.12,5.499,5.17,16.375,-0.021154887,1.56,5.15,1.08,16.02,6.74,8.3,7.62,0.007633588,5.02
28/06/1996,5.3,0.406,670.63,5.566,5.16,16.5,-0.053305948,1.49,5.23,1.03,13.68,6.91,8.4,7.71,-0.128787879,5.09
31/07/1996,5.5,0.316,639.95,5.636,5.32,14.375,0.004139717,1.48,5.3,0.95,20.53,6.87,8.35,7.65,0.27826087,5.15
30/08/1996,5.1,0.231,651.99,5.521,5.29,18.375,0.006842666,1.54,5.19,1.14,17.01,6.64,8.18,7.46,0.020408163,5.05
30/09/1996,5.2,0.587,687.31,5.627,5.04,18.75,-0.022555659,1.52,5.24,1.32,16.95,6.83,8.35,7.66,0.013333333,5.09
31/10/1996,5.2,0.385,705.27,5.535,5.15,19,-0.008760244,1.54,5.12,1.63,18.48,6.53,8.07,7.39,-0.105263158,4.99
29/11/1996,5.4,0.369,757.02,5.499,5.13,17,0.071604381,1.59,5.17,1.96,17.14,6.2,7.79,7.1,-0.014705882,5.03
31/12/1996,5.4,0.441,740.74,5.591,5.15,16.75,-0.041652027,1.59,5.04,2.35,19.51,6.3,7.89,7.2,0.104477612,4.91
31/01/1997,5.3,0.443,786.16,5.593,5.15,18.5,-0.037304644,1.51,5.17,4.99,19.47,6.58,8.09,7.42,-0.006756757,5.03
28/02/1997,5.2,0.29,790.82,5.51,5.22,18.375,-0.035047168,1.52,5.14,5.26,21.1,6.42,7.94,7.31,-0.081632653,5.01
31/03/1997,5.2,0.306,757.12,5.646,5.34,16.875,0.016797571,1.49,5.28,3.85,20.5,6.69,8.18,7.55,-0.044444444,5.14
30/04/1997,5.1,0.606,801.34,5.846,5.24,16.125,0.062034333,1.45,5.3,2.03,20.06,6.89,8.34,7.73,0.162790698,5.16
30/05/1997,4.9,0.888,848.28,5.838,4.95,18.75,0.012049407,1.49,5.2,1.21,19.19,6.71,8.2,7.58,0.12,5.05
30/06/1997,5,0.635,885.14,5.805,5.17,21,0.008813396,1.53,5.07,0.65,21.53,6.49,8.02,7.41,-0.029761905,4.93
31/07/1997,4.9,0.503,954.29,5.743,5.24,20.375,0.02967413,1.53,5.19,0.64,21.39,6.22,7.75,7.14,0.165644172,5.05
29/08/1997,4.8,0.486,899.47,5.716,5.23,23.75,-0.011992877,1.52,5.28,0.88,24.76,6.3,7.82,7.22,0.073684211,5.14
30/09/1997,4.9,0.595,947.28,5.705,5.11,25.5,-0.022254505,1.49,5.08,0.69,22.91,6.21,7.7,7.15,0.019607843,4.95
31/10/1997,4.7,0.55,914.62,5.75,5.2,26,-0.002537659,1.54,5.11,0.47,38.2,6.03,7.57,7,-0.283653846,4.97
28/11/1997,4.6,0.663,955.4,5.893,5.23,18.625,0.050539097,1.54,5.28,0.34,27.43,5.88,7.42,6.87,0.214765101,5.14
31/12/1997,4.7,0.764,970.43,6.114,5.35,22.625,0.01364372,1.51,5.3,0.67,24.38,5.81,7.32,6.76,0.063535912,5.16
30/01/1998,4.6,0.451,980.28,5.631,5.18,24.0625,0.02036179,1.65,5.18,1.15,21.47,5.54,7.19,6.61,0,5.04
27/02/1998,4.6,0.297,1049.34,5.627,5.33,24.0625,0.077154779,1.68,5.23,0.89,18.55,5.57,7.25,6.67,0.051948052,5.09
31/03/1998,4.7,0.595,1101.75,5.755,5.16,25.3125,-0.019057027,1.67,5.16,0.96,24.66,5.65,7.32,6.72,0.024691358,5.03
30/04/1998,4.3,0.817,1111.75,5.797,4.98,25.9375,0.010359594,1.69,5.08,0.93,21.18,5.64,7.33,6.69,-0.012048193,4.95
29/05/1998,4.4,0.816,1090.82,5.836,5.02,25.625,-0.002607431,1.65,5.14,0.63,21.32,5.65,7.3,6.69,-0.070731707,5
30/06/1998,4.5,0.646,1133.84,5.746,5.1,23.8125,0.02812121,1.63,5.12,0.5,19.71,5.5,7.13,6.53,0.049868766,4.98
31/07/1998,4.5,0.595,1120.67,5.675,5.08,25,0.023304027,1.69,5.09,0.65,22.66,5.46,7.15,6.55,-0.195,4.96
31/08/1998,4.5,0.766,957.28,5.656,4.89,20.125,-0.019523392,1.8,5.04,0.76,39.6,5.34,7.14,6.52,0.177018634,4.9
30/09/1998,4.6,1.121,1017.01,5.481,4.36,23.6875,0.047097161,2.28,4.74,0.86,40.95,4.81,7.09,6.4,-0.031662269,4.61
30/10/1998,4.5,0.933,1098.67,5.263,4.33,22.9375,0.00189106,2.65,4.07,0.93,28.05,4.53,7.18,6.37,-0.068119891,3.96
30/11/1998,4.4,0.793,1163.63,5.333,4.54,21.375,-0.0130966,2.51,4.53,1,26.01,4.83,7.34,6.41,0.239766082,4.41
31/12/1998,4.4,0.763,1229.23,5.233,4.47,26.5,-0.002759102,2.58,4.5,1.06,23.34,4.65,7.23,6.22,-0.002358491,4.39
29/01/1999,4.3,0.534,1279.64,5.004,4.47,26.4375,-0.002916402,2.57,4.45,1.1,26.25,4.72,7.29,6.24,-0.172576832,4.34
26/02/1999,4.4,0.296,1238.33,4.996,4.7,21.875,0.024063993,2.39,4.56,,27.88,5,7.39,6.4,0.022857143,4.44
31/03/1999,4.2,0.505,1286.37,5.005,4.5,22.375,-0.031424942,2.3,4.57,,22.73,5.23,7.53,6.62,0.187150838,4.44
30/04/1999,4.3,0.448,1335.18,4.998,4.55,26.5625,0.103544171,2.3,4.41,,25.07,5.18,7.48,6.64,0.185882353,4.29
31/05/1999,4.2,0.364,1301.84,5.024,4.66,31.5,-0.006100007,2.18,4.63,,25.39,5.54,7.72,6.93,0.047619048,4.5
30/06/1999,4.3,0.399,1372.71,5.179,4.78,33,-0.003407825,2.12,4.72,,21.09,5.9,8.02,7.23,0.020833333,4.57
30/07/1999,4.3,0.56,1328.72,5.31,4.75,33.6875,-0.009452851,2.16,4.69,,24.64,5.79,7.95,7.19,-0.035250464,4.55
31/08/1999,4.2,0.52,1320.41,5.45,4.93,32.5,-0.002940292,2.21,4.87,,24.63,5.94,8.15,7.4,0.051923077,4.72
30/09/1999,4.2,0.706,1282.71,5.566,4.86,34.1875,-0.073762208,2.28,4.82,,25.41,5.92,8.2,7.39,-0.252285192,4.68
29/10/1999,4.1,1.052,1362.93,6.182,5.13,25.5625,0.107397453,2.27,5.02,,22.2,6.11,8.38,7.55,-0.031784841,4.86
30/11/1999,4.1,0.783,1388.91,6.103,5.32,24.75,-0.008715409,2.12,5.23,,24.18,6.03,8.15,7.36,-0.088383838,5.07
31/12/1999,4,0.906,1469.25,6.126,5.22,22.5625,-0.024983973,1.91,5.36,,24.76,6.28,8.19,7.55,-0.011080332,5.2
31/01/2000,4,0.359,1394.46,6.039,5.68,22.3125,0.015291941,1.67,5.5,,26.14,6.66,8.33,7.78,0.103641457,5.32
29/02/2000,4.1,0.3,1366.42,6.1,5.8,24.625,0.011806387,1.77,5.73,,23.37,6.52,8.29,7.68,-0.053299492,5.55
31/03/2000,4,0.317,1498.58,6.197,5.88,23.3125,-0.000559524,2.11,5.86,,25.47,6.26,8.37,7.68,0.024128686,5.69
28/04/2000,3.8,0.502,1452.43,6.312,5.81,23.875,-0.042331229,2.41,5.82,,26.2,5.99,8.4,7.64,-0.065445026,5.66
31/05/2000,4,1.116,1420.6,6.756,5.64,22.3125,-0.031390831,2.46,5.99,,23.62,6.44,8.9,7.99,-0.053221289,5.79
30/06/2000,4,0.92,1454.6,6.79,5.87,21.125,-0.032536445,2.38,5.86,,19.54,6.1,8.48,7.67,0.174556213,5.69
31/07/2000,4,0.534,1430.83,6.734,6.2,24.8125,0.111815678,2.3,6.14,,20.84,6.05,8.35,7.65,-0.017632242,5.96
31/08/2000,4.1,0.391,1517.68,6.691,6.3,24.375,-0.006980748,2.43,6.28,,17.69,5.83,8.26,7.55,-0.128205128,6.09
29/09/2000,3.9,0.464,1436.51,6.674,6.21,21.25,-0.038458977,2.55,6.18,,20.57,5.8,8.35,7.62,-0.05,6
31/10/2000,3.9,0.408,1429.4,6.778,6.37,20.1875,0.020600445,2.6,6.29,,25.46,5.74,8.34,7.55,0.105263158,6.11
30/11/2000,3.9,0.542,1314.95,6.752,6.21,22.3125,-0.044168379,2.56,6.36,,29.65,5.72,8.28,7.45,-0.103641457,6.17
29/12/2000,3.9,0.655,1320.28,6.545,5.89,20,0.006603296,2.78,5.94,,26.85,5.24,8.02,7.21,-0.0225,5.77
31/01/2001,4.2,0.708,1366.01,5.698,4.99,19.55,0.06731319,2.77,5.29,,22.57,5.16,7.93,7.15,0.086956522,5.15
28/02/2001,4.2,0.508,1239.94,5.348,4.84,21.25,0.042828483,2.77,5.01,,28.35,5.1,7.87,7.1,-0.070588235,4.88
30/03/2001,4.3,0.674,1160.33,4.964,4.29,19.75,0.071829055,2.95,4.54,,28.64,4.89,7.84,6.98,-0.048101266,4.42
30/04/2001,4.4,0.724,1249.46,4.614,3.89,18.8,0.003758355,2.93,3.97,,25.48,5.14,8.07,7.2,0.04787234,3.87
31/05/2001,4.3,0.554,1255.82,4.104,3.55,19.7,0.030381169,2.68,3.7,,22.76,5.39,8.07,7.29,0.243654822,3.62
29/06/2001,4.5,0.214,1224.42,3.834,3.62,24.5,0.002691334,2.69,3.57,,19.06,5.28,7.97,7.18,-0.169387755,3.49
31/07/2001,4.6,0.211,1211.23,3.751,3.54,20.35,0.035630821,2.73,3.59,,22.69,5.24,7.97,7.13,-0.066830467,3.51
31/08/2001,4.9,0.196,1133.58,3.566,3.37,18.99,0.047563452,2.88,3.44,,25.41,4.97,7.85,7.02,-0.24328594,3.36
28/09/2001,5,0.665,1040.94,3.035,2.37,14.37,-0.108048996,3.3,2.69,,31.93,4.73,8.03,7.17,0.113430759,2.64
31/10/2001,5.3,0.35,1059.78,2.4,2.05,16,0.033630309,3.34,2.2,,33.46,4.57,7.91,7.03,0.06875,2.16
30/11/2001,5.5,0.323,1139.45,2.103,1.78,17.1,0.034322924,3.16,1.91,,23.84,4.65,7.81,6.97,-0.029239766,1.87
31/12/2001,5.7,0.194,1148.08,1.924,1.73,16.6,0.068902866,2.96,1.72,,21.4,5.09,8.05,6.77,-0.054216867,1.69
31/01/2002,5.7,0.061,1130.2,1.821,1.76,15.7,-0.01459399,2.83,1.68,,23.22,5.04,7.87,6.55,-0.012738854,1.65
28/02/2002,5.7,0.133,1106.73,1.903,1.77,15.5,0.01537302,2.98,1.76,,21.59,4.91,7.89,6.51,0.061290323,1.73
29/03/2002,5.7,0.198,1147.39,1.988,1.79,16.45,0.09163598,2.83,1.83,,17.4,5.28,8.11,6.81,0.155015198,1.79
30/04/2002,5.9,0.17,1076.92,1.92,1.75,19,0.048134776,2.82,1.75,,21.91,5.21,8.03,6.76,-0.055789474,1.72
31/05/2002,5.8,0.175,1067.14,1.905,1.73,17.94,0.049998939,2.93,1.76,,20.61,5.16,8.09,6.75,0.086399108,1.73
28/06/2002,5.8,0.208,989.81,1.878,1.67,19.49,-0.011776406,3.02,1.73,,25.4,4.93,7.95,6.63,-0.14828117,1.7
31/07/2002,5.8,0.168,911.62,1.848,1.68,16.6,-0.053504268,3.25,1.71,,31.92,4.65,7.9,6.53,-0.097590361,1.68
30/08/2002,5.7,0.135,916.07,1.775,1.64,14.98,0.006137386,3.32,1.65,,32.64,4.26,7.58,6.37,-0.082109479,1.62
30/09/2002,5.7,0.205,815.28,1.805,1.6,13.75,-0.010117068,3.53,1.66,,39.69,3.87,7.4,6.15,0,1.63
31/10/2002,5.7,0.315,885.76,1.785,1.47,13.75,0.038504565,3.79,1.61,,31.23,3.94,7.73,6.32,-0.069090909,1.58
29/11/2002,5.9,0.226,936.31,1.456,1.23,12.8,0.030182837,3.57,1.25,,27.5,4.05,7.62,6.31,0.13203125,1.23
31/12/2002,6,0.217,879.82,1.407,1.19,14.49,-0.014227154,3.42,1.21,,29.62,4.03,7.45,6.21,-0.034506556,1.19
31/01/2003,5.8,0.216,855.7,1.366,1.15,13.99,-0.017638432,3.3,1.19,,31.32,4.05,7.35,6.17,-0.083631165,1.17
28/02/2003,5.9,0.163,841.15,1.343,1.18,12.82,0.007227726,3.16,1.19,,29.63,3.9,7.06,5.95,0.024180967,1.17
31/03/2003,5.9,0.196,848.18,1.286,1.09,13.13,-0.000855769,3.14,1.15,,27.75,3.81,6.95,5.89,0.016755522,1.13
30/04/2003,6,0.18,916.92,1.3,1.12,13.35,0.047302362,2.89,1.15,,21.21,3.96,6.85,5.74,0.153558052,1.13
30/05/2003,6.1,0.205,963.59,1.285,1.08,15.4,0.01300844,2.81,1.09,,19.47,3.57,6.38,5.22,0.146103896,1.07
30/06/2003,6.3,0.283,974.5,1.123,0.84,17.65,-0.012384296,2.86,0.94,,19.52,3.33,6.19,4.97,-0.032294618,0.92
31/07/2003,6.2,0.159,990.31,1.109,0.95,17.08,0.07027246,2.64,0.92,,18.85,3.98,6.62,5.49,-0.025175644,0.9
29/08/2003,6.1,0.175,1008.01,1.135,0.96,16.65,0.017807443,2.56,0.97,,18.63,4.45,7.01,5.88,0.105105105,0.95
30/09/2003,6.1,0.212,995.97,1.142,0.93,18.4,0.01650027,2.52,0.96,,22.72,4.27,6.79,5.72,0.071195652,0.94
31/10/2003,6,0.228,1050.71,1.158,0.93,19.71,0.014914299,2.44,0.94,,16.33,4.29,6.73,5.7,0.169457128,0.92
28/11/2003,5.8,0.262,1058.2,1.172,0.91,23.05,-0.005526233,2.36,0.95,,16.32,4.3,6.66,5.65,-0.123210412,0.93
31/12/2003,5.7,0.26,1111.92,1.17,0.91,20.21,-0.011243129,2.33,0.91,,17.68,4.27,6.6,5.62,0.058881742,0.9
30/01/2004,5.7,0.228,1131.13,1.128,0.9,21.4,-0.049479105,2.29,0.9,,16.63,4.15,6.44,5.54,0.028504673,0.88
27/02/2004,5.6,0.194,1144.94,1.124,0.93,22.01,0.020388805,2.19,0.94,,14.55,4.08,6.27,5.5,-0.135393003,0.93
31/03/2004,5.8,0.182,1126.21,1.112,0.93,19.03,0.024161072,2.28,0.95,,16.28,3.83,6.11,5.33,-0.193904362,0.94
30/04/2004,5.6,0.192,1107.3,1.152,0.96,15.34,-0.01028238,2.11,0.96,,17.19,4.35,6.46,5.73,0.011734029,0.94
31/05/2004,5.6,0.193,1120.68,1.253,1.06,15.52,0.009330266,2.03,1.04,,15.5,4.72,6.75,6.04,-0.051546392,1.02
30/06/2004,5.6,0.201,1140.84,1.501,1.3,14.72,0.016506577,2.05,1.29,,14.34,4.73,6.78,6.01,-0.088315217,1.27
30/07/2004,5.5,0.218,1101.72,1.628,1.41,13.42,0.060124414,2.12,1.36,,15.32,4.5,6.62,5.82,-0.011922504,1.33
31/08/2004,5.4,0.139,1104.24,1.729,1.59,13.26,0.052019175,2.18,1.5,,15.44,4.28,6.46,5.65,-0.000754148,1.48
30/09/2004,5.4,0.224,1114.58,1.904,1.68,13.25,0.003206422,2.14,1.68,,13.34,4.13,6.27,5.46,-0.071698113,1.65
29/10/2004,5.5,0.21,1130.2,2.08,1.87,12.3,-0.000699997,2.11,1.79,,16.27,4.1,6.21,5.47,0.150406504,1.76
30/11/2004,5.4,0.116,1173.82,2.306,2.19,14.15,0.00847419,2.01,2.11,,13.24,4.19,6.2,5.52,-0.039575972,2.07
31/12/2004,5.4,0.319,1211.92,2.499,2.18,13.59,-0.026206311,1.92,2.22,,12.56,4.23,6.15,5.47,0.071376012,2.19
31/01/2005,5.3,0.187,1181.27,2.667,2.48,14.56,0.041861915,1.8,2.37,,13.24,4.22,6.02,5.36,0.028846154,2.33
28/02/2005,5.4,0.089,1203.6,2.809,2.72,14.98,0.06574018,1.65,2.58,,12.08,4.17,5.82,5.2,0.008010681,2.54
31/03/2005,5.2,0.289,1180.59,3.019,2.73,15.1,0.003490761,1.56,2.8,,13.64,4.5,6.06,5.4,0.08807947,2.74
29/04/2005,5.2,0.307,1156.85,3.147,2.84,16.43,-0.051216576,1.71,2.84,,15.31,4.34,6.05,5.33,0.107729763,2.78
31/05/2005,5.1,0.344,1191.5,3.274,2.93,18.2,-0.000934702,1.87,2.9,,12.15,4.14,6.01,5.15,-0.008241758,2.84
30/06/2005,5,0.366,1191.33,3.426,3.06,18.05,0.045337854,1.86,3.04,,12.04,4,5.86,4.96,-0.019944598,2.97
29/07/2005,5,0.273,1234.18,3.613,3.34,17.69,0.018227548,1.77,3.29,,11.57,4.18,5.95,5.06,-0.022046354,3.22
31/08/2005,4.9,0.359,1220.33,3.799,3.44,17.3,0.029094886,1.7,3.52,,13.65,4.26,5.96,5.09,0.016763006,3.44
30/09/2005,5,0.436,1228.81,3.906,3.47,17.59,0.032821286,1.83,3.49,,11.92,4.2,6.03,5.13,0.023308698,3.42
31/10/2005,5,0.277,1207.01,4.167,3.89,18,-0.045963881,1.84,3.79,,14.25,4.46,6.3,5.35,-0.022222222,3.71
30/11/2005,5,0.492,1249.48,4.352,3.86,17.6,0.00049047,1.85,3.97,,12.06,4.54,6.39,5.42,0.063068182,3.88
30/12/2005,4.9,0.501,1248.29,4.491,3.99,18.71,0.001868193,1.85,3.97,,12.07,4.47,6.32,5.37,0.063602352,3.89
31/01/2006,4.7,0.235,1280.08,4.605,4.37,19.9,0.052945825,1.82,4.34,,12.39,4.42,6.24,5.29,-0.118090452,4.24
28/02/2006,4.8,0.246,1280.66,4.756,4.51,17.55,-0.011594291,1.7,4.54,,12.34,4.57,6.27,5.35,0.162393162,4.43
31/03/2006,4.7,0.4,1294.83,4.92,4.52,20.4,0.002546313,1.69,4.63,,11.57,4.72,6.41,5.53,0.03872549,4.51
